,Name,Address,Beds,Baths,sqft,Rent,Amenities,Distance by vehicle,Time taken by car,Time taken by walk,Distance by walk,Cost Per Person
130,Bridgeport Apartments,"400 S Squires Landing Blvd, Stillwater, OK 74074",2,1,832,699,"Package Service, Property Manager on Site, Pet Care, Wi-Fi at Pool and Clubhouse, Renters Insurance Program, Pet Play Area, Laundry Facilities, Online Services, Public Transportation, Maintenance on site, Planned Social Activities, Business Center, Lounge, Multi Use Room, Fitness Center, Playground, Pool, Volleyball Court, Sundeck, Courtyard, Picnic Area, Shuttle To Campus, Study Lounge, High Speed Internet Access, Heating, Tub/Shower, Air Conditioning, Cable Ready, Fireplace, Dishwasher, Oven, Freezer, Pantry, Range,  Breakfast Nook, Kitchen, Refrigerator, Carpet, Walk-In Closets, Window Coverings, Vinyl Flooring, Linen Closet, Large Bedrooms, Dining Room, Double Pane Windows",3.5 Miles,10 Min,67 Min,3.4 Miles,349.5
131,Bridgeport Apartments,"400 S Squires Landing Blvd, Stillwater, OK 74074",1,1,508,550,"Package Service, Property Manager on Site, Pet Care, Wi-Fi at Pool and Clubhouse, Renters Insurance Program, Pet Play Area, Laundry Facilities, Online Services, Public Transportation, Maintenance on site, Planned Social Activities, Business Center, Lounge, Multi Use Room, Fitness Center, Playground, Pool, Volleyball Court, Sundeck, Courtyard, Picnic Area, Shuttle To Campus, Study Lounge, High Speed Internet Access, Heating, Tub/Shower, Air Conditioning, Cable Ready, Fireplace, Dishwasher, Oven, Freezer, Pantry, Range,  Breakfast Nook, Kitchen, Refrigerator, Carpet, Walk-In Closets, Window Coverings, Vinyl Flooring, Linen Closet, Large Bedrooms, Dining Room, Double Pane Windows",3.5 Miles,10 Min,67 Min,3.4 Miles,550
132,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",1,1,568,570,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,570
133,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",1,1,568,599,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,599
134,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",2,1,852,750,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,375
135,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",2,1,935,850,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,425
136,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",2,1.5,1200,850,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,425
137,Bricktown Apartments,"2404 W 8th Ave, Stillwater, OK 74074",3,1.5,1415,950,"Package Service, Property Manager on Site, Pet Play Area, Laundry Facilities, 24 Hour Availability, Public Transportation, Maintenance on site, Online Services, Shuttle To Campus, Washer/Dryer Hookup, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",1.7 Miles,7 Min,33 Min,1.6 Miles,316.67
138,The Enclave at Copper Creek Apartments,"1416 S Walnut St, Stillwater, OK 74074",1,1,750,795,"Gated, In Unit Washer & Drye, Ceiling Fans, Fireplace, Air Conditioning, Cable Ready, Heating, Tub/Shower,Dishwasher, Oven, Freezer, Disposal, Range, Kitchen, Refrigerator, Hardwood Floors, Walk-In Closets, Patio, Carpet, Linen Closet, Yard, Tile Floors, Window Coverings, Vinyl Flooring, Balcony",0.9 Miles,5 Min,12 Min,0.6 Miles,795
139,The Lodge Apartments,"127 N Duck St, Stillwater, OK 74075",2,1,750,1200,"Wi-Fi at Pool and Clubhouse, 24 Hour Availability, Guest Apartment, Wi-Fi, Tub/Shower, Oven, In Unit Washer & Dryer, Dishwasher, Range, Air Conditioning, Disposal, Refrigerator, Heating, Granite Countertops, Vinyl Flooring, Ceiling Fans, Stainless Steel Appliances, Double Pane Windows, Smoke Free, Kitchen",1.1 Miles,5 Min,9 Min,0.5 Miles,600
140,The Tower Apartments,"1516 W 4th Ave, Stillwater, OK 74074",1,1,,800,"Laundry Facilities, Walk To Campus, Public Transportation, Individual Leases Available, Air Conditioning, Stainless Steel Appliances, Freezer, Heating, Kitchen, Vinyl Flooring, Ceiling Fans, Oven, Double Pane Windows, Dishwasher, Range, Granite Countertops, Refrigerator",0.8 Miles,4 Min,5 Min,0.7 Miles,800
141,The Tower Apartments,"1516 W 4th Ave, Stillwater, OK 74074",2,1,,950,"Laundry Facilities, Walk To Campus, Public Transportation, Individual Leases Available, Air Conditioning, Stainless Steel Appliances, Freezer, Heating, Kitchen, Vinyl Flooring, Ceiling Fans, Oven, Double Pane Windows, Dishwasher, Range, Granite Countertops, Refrigerator",0.8 Miles,4 Min,5 Min,0.7 Miles,475
142,The Village Apartments,"808 N Monroe St, Stillwater, OK 74075",1,1,647,700,"Laundry Facilities, Walk To Campus, High Speed Internet Access, Disposal, Refrigerator, Air Conditioning, Pantry, Freezer, Heating, Kitchen, Hardwood Floors, Ceiling Fans, Microwave, Tile Floors, Tub/Shower, Oven, Dining Room, Dishwasher, Range, Window Coverings",1 Mile,4 Min,16 Min,0.8 Mile,700
143,The Village Apartments,"808 N Monroe St, Stillwater, OK 74075",2,1,747,800,"Laundry Facilities, Walk To Campus, High Speed Internet Access, Disposal, Refrigerator, Air Conditioning, Pantry, Freezer, Heating, Kitchen, Hardwood Floors, Ceiling Fans, Microwave, Tile Floors, Tub/Shower, Oven, Dining Room, Dishwasher, Range, Window Coverings",1 Mile,4 Min,16 Min,0.8 Mile,400
